Customer_ID,Age,Gender,Region,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Support_Calls,Payment_Method,Has_Internet,Has_Premium,Churn
CUST0581,33,Female,West,41,Annual,72.78,2983.98,6.0,PayPal,Yes,Yes,No
CUST0582,48,Male,South,72,Monthly,140.18,10092.96,6.0,Credit Card,No,Yes,No
CUST0583,26,Male,North,3,Monthly,135.04,405.12,6.0,Credit Card,Yes,Yes,Yes
CUST0584,59,Female,West,55,Annual,79.07,4348.85,6.0,PayPal,No,No,No
CUST0585,40,Male,South,55,Annual,82.27,2442.16,4.0,Bank Transfer,No,No,No
CUST0586,52,Female,North,5,Annual,111.63,558.15,1.0,PayPal,No,Yes,Yes
CUST0587,27,Female,West,67,Monthly,135.69,9091.23,1.0,Credit Card,No,Yes,Yes
CUST0588,61,Female,North,44,Annual,21.4,941.6,7.0,PayPal,No,No,Yes
CUST0589,44,Female,East,38,Monthly,110.36,4193.68,4.0,PayPal,No,Yes,Yes
CUST0590,58,Female,South,7,Annual,57.93,405.51,0.0,Bank Transfer,No,Yes,Yes
CUST0591,26,Male,East,33,Monthly,56.53,1865.49,4.0,Credit Card,Yes,Yes,Yes
CUST0592,55,Male,West,48,Two-Year,53.96,2590.08,3.0,Bank Transfer,Yes,Yes,No
CUST0593,39,Male,South,20,Two-Year,117.86,2357.2,6.0,Bank Transfer,Yes,No,Yes
CUST0594,64,Male,South,45,Monthly,54.37,2446.65,1.0,Credit Card,Yes,No,No
CUST0595,43,Female,East,61,Annual,117.82,7187.02,8.0,Credit Card,No,No,No
CUST0596,48,Female,South,68,Two-Year,21.54,1464.72,7.0,Bank Transfer,No,Yes,No
CUST0597,24,Female,West,35,Monthly,54.72,1915.2,1.0,Bank Transfer,No,No,No
CUST0598,67,Male,South,67,Monthly,109.74,7352.58,2.0,Bank Transfer,Yes,Yes,Yes
CUST0599,22,Male,West,13,Annual,109.11,1418.43,5.0,Credit Card,No,No,Yes
CUST0600,30,Male,North,12,Monthly,97.24,1166.88,3.0,PayPal,Yes,Yes,Yes
CUST0601,23,Male,West,24,Two-Year,110.43,2650.32,4.0,Bank Transfer,No,Yes,No
CUST0602,58,Female,East,55,Annual,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,Yes
CUST0603,35,Male,West,50,Monthly,27.81,1390.5,4.0,Credit Card,No,Yes,Yes
CUST0604,49,Male,West,23,Annual,34.1,784.3,8.0,Bank Transfer,Yes,Yes,Yes
CUST0605,46,Female,North,5,Monthly,94.27,471.35,4.0,Bank Transfer,Yes,No,Yes
CUST0606,27,Male,North,50,Monthly,111.01,5550.5,6.0,PayPal,Yes,No,Yes
CUST0607,48,Female,West,9,Annual,20.43,183.87,7.0,Credit Card,No,No,Yes
CUST0608,61,Female,West,8,Annual,144.65,1157.2,1.0,Bank Transfer,No,Yes,Yes
CUST0609,47,Female,South,23,Annual,145.78,3352.94,3.0,Bank Transfer,No,Yes,No
CUST0610,58,Female,West,11,Two-Year,76.94,846.34,3.0,Credit Card,Yes,Yes,No
CUST0611,19,Male,West,50,Monthly,90.27,4513.5,4.0,Bank Transfer,No,Yes,Yes
CUST0612,20,Female,North,44,Annual,25.57,1125.08,1.0,Credit Card,No,Yes,No
CUST0613,65,Male,North,5,Annual,83.56,417.8,0.0,Bank Transfer,Yes,Yes,No
CUST0614,62,Male,North,23,Annual,137.61,3165.03,1.0,Bank Transfer,Yes,Yes,Yes
CUST0615,70,Male,North,64,Annual,100.03,6401.92,1.0,Credit Card,No,No,No
CUST0616,69,Female,East,16,Two-Year,94.88,1518.08,2.0,Bank Transfer,Yes,Yes,No
CUST0617,55,Male,East,9,Monthly,38.36,345.24,6.0,Credit Card,No,Yes,Yes
CUST0618,46,Male,North,18,Monthly,130.16,2342.88,6.0,Credit Card,Yes,No,Yes
CUST0619,23,Male,North,23,Two-Year,111.88,2573.24,4.0,Bank Transfer,No,Yes,No
CUST0620,31,Male,East,67,Monthly,51.1,3423.7,2.0,PayPal,Yes,Yes,No
CUST0621,63,Female,North,39,Monthly,20.59,803.01,3.0,Credit Card,Yes,Yes,Yes
CUST0622,57,Female,South,60,Annual,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,No
CUST0623,68,Male,West,64,Monthly,107.12,6855.68,0.0,Credit Card,No,No,Yes
CUST0624,31,Female,East,43,Annual,135.71,5835.53,7.0,Credit Card,Yes,Yes,No
CUST0625,52,Male,South,4,Monthly,35.09,140.36,3.0,PayPal,No,No,Yes
CUST0626,44,Male,East,30,Annual,62.4,1872.0,1.0,Credit Card,No,Yes,No
CUST0627,42,Male,North,61,Annual,82.27,2442.16,4.0,Bank Transfer,Yes,No,No
CUST0628,29,Female,East,18,Monthly,45.24,814.32,5.0,Bank Transfer,Yes,No,No
CUST0629,26,Male,North,36,Monthly,130.71,4705.56,18.0,Bank Transfer,Yes,No,Yes
CUST0630,32,Female,South,22,Annual,91.86,2020.92,3.0,Credit Card,No,No,No
CUST0631,31,Female,West,36,Monthly,75.65,2723.4,3.0,Credit Card,No,No,No
CUST0632,55,Male,South,1,Monthly,25.75,25.75,7.0,PayPal,Yes,No,Yes
CUST0633,51,Female,West,13,Monthly,51.27,666.51,8.0,Credit Card,No,Yes,Yes
CUST0634,26,Female,East,31,Annual,31.79,985.49,7.0,PayPal,No,Yes,No
CUST0635,63,Female,North,59,Monthly,38.02,2243.18,6.0,Credit Card,No,No,Yes
CUST0636,63,Male,North,50,Two-Year,63.28,3164.0,0.0,Bank Transfer,No,No,No
CUST0637,62,Male,North,43,Annual,82.27,2442.16,4.0,Bank Transfer,Yes,No,No
CUST0638,41,Female,North,47,Monthly,104.26,4900.22,1.0,PayPal,Yes,Yes,Yes
CUST0639,39,Male,North,62,Annual,117.8,7303.6,3.0,PayPal,Yes,No,No
CUST0640,40,Female,West,36,Monthly,68.47,2464.92,7.0,Bank Transfer,Yes,No,Yes
CUST0641,63,Female,West,48,Annual,142.9,6859.2,1.0,Credit Card,No,Yes,Yes
CUST0642,23,Female,South,37,Two-Year,30.0,1110.0,2.0,Bank Transfer,Yes,Yes,No
CUST0643,49,Male,South,67,Two-Year,22.95,1537.65,6.0,PayPal,Yes,No,No
CUST0644,40,Female,West,3,Monthly,28.18,84.54,3.0,PayPal,No,No,Yes
CUST0645,55,Female,East,63,Annual,110.59,6967.17,8.0,Bank Transfer,No,No,Yes
CUST0646,54,Male,East,22,Annual,49.48,1088.56,5.0,Bank Transfer,Yes,Yes,No
CUST0647,40,Female,West,22,Annual,40.9,899.8,8.0,Bank Transfer,Yes,Yes,No
CUST0648,63,Male,South,31,Monthly,149.19,4624.89,2.0,Bank Transfer,No,No,No
CUST0649,29,Male,North,41,Two-Year,39.23,1608.43,7.0,PayPal,Yes,No,No
CUST0650,25,Male,West,64,Annual,143.21,9165.44,5.0,Credit Card,Yes,No,No
CUST0651,59,Female,West,38,Two-Year,118.04,4485.52,2.0,PayPal,No,No,No
CUST0652,62,Male,West,6,Monthly,91.62,549.72,4.0,Credit Card,No,Yes,Yes
CUST0653,46,Female,North,42,Monthly,103.37,4341.54,8.0,Credit Card,No,Yes,Yes
CUST0654,19,Male,West,12,Two-Year,71.28,855.36,7.0,Bank Transfer,Yes,No,No
CUST0655,43,Male,West,48,Monthly,21.58,1035.84,5.0,Bank Transfer,No,No,Yes
CUST0656,53,Male,South,57,Annual,74.03,4219.71,7.0,Bank Transfer,Yes,No,Yes
CUST0657,64,Female,South,12,Monthly,59.42,713.04,8.0,Bank Transfer,Yes,No,Yes
CUST0658,23,Male,West,35,Monthly,92.26,3229.1,2.0,Credit Card,Yes,No,Yes
CUST0659,36,Female,North,39,Two-Year,59.51,2320.89,8.0,PayPal,No,Yes,No
CUST0660,19,Male,South,34,Monthly,103.27,3511.18,7.0,Credit Card,No,No,Yes
CUST0661,29,Female,South,4,Monthly,82.27,2442.16,4.0,Bank Transfer,No,No,Yes
CUST0662,54,Female,East,61,Two-Year,126.38,7709.18,5.0,PayPal,Yes,No,No
CUST0663,28,Male,South,41,Monthly,110.13,4515.33,5.0,Credit Card,Yes,No,Yes
CUST0664,41,Female,East,7,Monthly,88.85,621.95,1.0,PayPal,Yes,Yes,Yes
CUST0665,66,Male,South,70,Monthly,61.11,4277.7,4.0,Bank Transfer,No,Yes,Yes
CUST0666,52,Female,South,2,Monthly,56.58,113.16,7.0,Bank Transfer,No,Yes,Yes
CUST0667,24,Male,South,65,Monthly,44.49,2891.85,8.0,PayPal,Yes,No,Yes
CUST0668,47,Male,North,17,Two-Year,82.34,1399.78,4.0,PayPal,No,Yes,No
CUST0669,70,Female,East,23,Annual,23.74,546.02,1.0,Credit Card,Yes,Yes,No
CUST0670,62,Male,East,17,Monthly,147.54,2508.18,6.0,PayPal,Yes,Yes,Yes
CUST0671,19,Female,West,6,Monthly,24.26,145.56,8.0,PayPal,Yes,No,Yes
CUST0672,25,Female,North,9,Monthly,21.34,192.06,1.0,Credit Card,Yes,Yes,No
CUST0673,29,Female,North,12,Monthly,117.01,1404.12,4.0,PayPal,No,No,Yes
CUST0674,28,Male,North,13,Two-Year,119.22,1549.86,8.0,Credit Card,Yes,No,No
CUST0675,28,Male,North,28,Two-Year,130.67,3658.76,7.0,Bank Transfer,Yes,No,No
CUST0676,61,Male,South,46,Two-Year,75.13,3455.98,8.0,Credit Card,No,Yes,No
CUST0677,66,Female,North,200,Monthly,37.67,2260.2,5.0,PayPal,No,Yes,Yes
CUST0678,23,Female,West,15,Monthly,79.4,1191.0,4.0,PayPal,No,Yes,Yes
CUST0679,53,Female,East,55,Monthly,82.27,2442.16,4.0,Bank Transfer,No,Yes,No
CUST0680,18,Female,North,51,Monthly,105.61,5386.11,1.0,Credit Card,Yes,No,No
CUST0681,43,Male,South,9,Monthly,45.88,412.92,3.0,PayPal,No,Yes,No
CUST0682,32,Female,West,36,Annual,119.58,4304.88,4.0,PayPal,No,No,Yes
CUST0683,48,Female,West,66,Monthly,119.84,7909.44,1.0,Credit Card,No,No,Yes
CUST0684,49,Male,South,4,Monthly,26.87,107.48,1.0,Bank Transfer,Yes,Yes,No
CUST0685,42,Female,South,39,Annual,32.52,1268.28,1.0,PayPal,No,No,No
CUST0686,30,Female,West,63,Annual,90.52,5702.76,8.0,PayPal,Yes,Yes,No
CUST0687,45,Male,West,58,Monthly,68.92,3997.36,7.0,Credit Card,Yes,Yes,No
CUST0688,53,Female,South,63,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,No,Yes
CUST0689,60,Female,West,72,Two-Year,85.87,6182.64,6.0,Bank Transfer,No,No,No
CUST0690,57,Female,East,42,Monthly,96.76,4063.92,2.0,Bank Transfer,No,Yes,Yes
CUST0691,66,Female,West,13,Monthly,148.95,1936.35,6.0,Bank Transfer,Yes,Yes,Yes
CUST0692,33,Male,East,11,Two-Year,28.52,313.72,4.0,Credit Card,No,Yes,No
CUST0693,19,Female,North,59,Annual,74.92,4420.28,8.0,Bank Transfer,No,Yes,No
CUST0694,62,Female,North,41,Monthly,70.74,2900.34,1.0,Bank Transfer,Yes,Yes,Yes
CUST0695,39,Female,East,22,Annual,67.23,1479.06,6.0,Credit Card,No,Yes,Yes
CUST0696,52,Male,East,34,Monthly,149.51,5083.34,6.0,Credit Card,Yes,Yes,Yes
CUST0697,55,Female,East,9,Annual,89.04,801.36,6.0,Credit Card,No,Yes,Yes
CUST0698,59,Female,East,56,Annual,60.74,3401.44,6.0,Bank Transfer,No,No,No
CUST0699,60,Male,North,67,Two-Year,94.99,6364.33,3.0,PayPal,No,No,No
CUST0700,58,Female,North,67,Monthly,80.12,5368.04,3.0,Credit Card,No,No,No
CUST0701,44,Female,North,27,Two-Year,54.7,1476.9,4.0,PayPal,Yes,No,No
CUST0702,61,Male,West,31,Monthly,44.95,1393.45,3.0,Bank Transfer,No,No,Yes
CUST0703,53,Female,West,5,Monthly,55.45,277.25,0.0,Bank Transfer,No,Yes,Yes
CUST0704,59,Male,West,3,Monthly,136.55,409.65,5.0,PayPal,No,Yes,Yes
CUST0705,44,Female,North,51,Two-Year,114.15,5821.65,2.0,Credit Card,Yes,Yes,No
CUST0706,51,Female,West,12,Monthly,35.9,430.8,5.0,Bank Transfer,No,Yes,No
CUST0707,45,Male,South,14,Monthly,146.09,2045.26,7.0,Bank Transfer,No,Yes,Yes
CUST0708,49,Female,North,41,Annual,81.73,3350.93,3.0,Bank Transfer,Yes,No,No
CUST0709,48,Female,East,3,Annual,137.68,413.04,0.0,PayPal,Yes,Yes,Yes
CUST0710,34,Female,East,47,Two-Year,109.08,5126.76,8.0,Credit Card,No,No,No
CUST0711,18,Female,East,39,Monthly,126.95,4951.05,3.0,Bank Transfer,Yes,Yes,No
CUST0712,46,Female,West,5,Monthly,30.41,152.05,7.0,Bank Transfer,No,No,Yes
CUST0713,63,Female,North,21,Annual,85.82,1802.22,5.0,Bank Transfer,No,No,No
CUST0714,62,Male,North,24,Annual,122.83,2947.92,2.0,Credit Card,No,Yes,No
CUST0715,58,Female,East,11,Monthly,52.45,576.95,2.0,PayPal,No,No,Yes
CUST0716,46,Female,South,34,Monthly,97.09,3301.06,5.0,Bank Transfer,Yes,Yes,No
CUST0717,44,Female,South,51,Two-Year,142.82,7283.82,3.0,Credit Card,Yes,Yes,No
CUST0718,23,Female,South,34,Annual,41.94,1425.96,6.0,PayPal,No,No,No
CUST0719,27,Male,East,22,Two-Year,35.26,775.72,8.0,Bank Transfer,No,No,Yes
CUST0720,25,Male,South,25,Two-Year,125.74,3143.5,4.0,Bank Transfer,No,No,No
CUST0721,26,Female,South,28,Two-Year,56.79,1590.12,3.0,Bank Transfer,Yes,No,No
CUST0722,68,Male,North,38,Two-Year,50.61,1923.18,7.0,Credit Card,No,No,No
CUST0723,23,Male,West,18,Two-Year,146.67,2640.06,6.0,PayPal,Yes,No,Yes
CUST0724,63,Female,East,10,Monthly,27.64,276.4,5.0,Credit Card,No,No,Yes
CUST0725,56,Male,North,33,Annual,69.52,2294.16,6.0,PayPal,No,Yes,No
CUST0726,53,Male,South,34,Monthly,84.07,2858.38,5.0,Bank Transfer,Yes,Yes,No
CUST0727,38,Female,South,34,Monthly,25.74,875.16,2.0,Bank Transfer,No,No,Yes
CUST0728,45,Female,East,34,Annual,76.65,2606.1,2.0,Bank Transfer,No,Yes,No
CUST0729,53,Female,North,25,Monthly,49.88,1247.0,0.0,Bank Transfer,No,Yes,Yes
CUST0730,63,Female,West,15,Two-Year,140.54,2108.1,0.0,Bank Transfer,No,No,No
CUST0731,47,Female,North,19,Monthly,32.17,611.23,4.0,Credit Card,Yes,No,Yes
CUST0732,54,Male,North,68,Annual,43.47,2955.96,1.0,Credit Card,No,Yes,No
CUST0733,39,Male,East,16,Monthly,96.74,1547.84,1.0,Bank Transfer,Yes,Yes,No
CUST0734,23,Female,West,59,Annual,55.01,3245.59,0.0,Bank Transfer,Yes,No,No
CUST0735,38,Male,South,7,Two-Year,56.78,397.46,0.0,PayPal,Yes,No,No
CUST0736,23,Female,East,23,Monthly,120.21,2764.83,6.0,Credit Card,Yes,Yes,No
CUST0737,28,Female,West,37,Annual,144.08,5330.96,2.0,Credit Card,No,No,No
CUST0738,69,Female,East,17,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,No,No
CUST0739,46,Female,West,35,Annual,75.0,2625.0,6.0,Bank Transfer,Yes,No,No
CUST0740,58,Female,North,6,Annual,146.53,879.18,3.0,PayPal,Yes,No,Yes
CUST0741,51,Male,East,60,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,Yes
CUST0742,61,Female,South,67,Monthly,93.91,6291.97,8.0,Credit Card,Yes,Yes,Yes
CUST0743,50,Female,West,13,Monthly,113.64,1477.32,4.0,Bank Transfer,No,Yes,No
CUST0744,67,Male,North,60,Monthly,43.69,2621.4,6.0,Credit Card,Yes,No,Yes
CUST0745,63,Female,East,59,Annual,78.49,4630.91,4.0,Bank Transfer,Yes,Yes,No
CUST0746,29,Male,East,14,Monthly,22.33,312.62,6.0,Credit Card,Yes,Yes,No
CUST0747,59,Female,West,52,Two-Year,145.55,7568.6,7.0,Bank Transfer,No,No,No
CUST0748,69,Female,North,17,Monthly,44.8,761.6,0.0,PayPal,Yes,Yes,No
CUST0749,31,Female,South,31,Monthly,101.39,3143.09,8.0,Credit Card,Yes,No,No
CUST0750,67,Female,South,61,Monthly,35.14,2143.54,2.0,PayPal,No,No,No
CUST0751,48,Male,West,32,Monthly,94.03,3008.96,6.0,Credit Card,No,Yes,Yes
CUST0752,24,Female,West,64,Annual,97.46,6237.44,8.0,Bank Transfer,Yes,No,No
CUST0753,43,Female,West,30,Annual,88.68,2660.4,6.0,PayPal,No,Yes,No
CUST0754,35,Female,West,15,Monthly,142.07,2131.05,5.0,Bank Transfer,No,Yes,Yes
CUST0755,28,Female,South,61,Monthly,50.17,3060.37,3.0,PayPal,No,No,Yes
CUST0756,26,Female,West,54,Two-Year,107.5,5805.0,5.0,Bank Transfer,Yes,Yes,No
CUST0757,36,Male,West,17,Monthly,40.32,685.44,7.0,Credit Card,No,No,Yes
CUST0758,37,Male,South,72,Monthly,22.36,1609.92,4.0,Bank Transfer,Yes,Yes,No
CUST0759,70,Male,North,44,Monthly,100.28,4412.32,1.0,PayPal,Yes,No,No
CUST0760,34,Female,East,6,Annual,92.41,554.46,2.0,PayPal,Yes,Yes,No
CUST0761,46,Female,North,14,Annual,99.26,1389.64,1.0,PayPal,Yes,Yes,No
CUST0762,28,Male,South,47,Monthly,82.27,2442.16,4.0,Bank Transfer,No,Yes,Yes
CUST0763,27,Female,East,18,Monthly,46.25,832.5,6.0,Credit Card,Yes,No,Yes
CUST0764,39,Female,South,11,Monthly,112.98,1242.78,6.0,Bank Transfer,Yes,Yes,Yes
CUST0765,66,Female,South,18,Two-Year,73.74,1327.32,6.0,Bank Transfer,No,Yes,Yes
CUST0766,46,Male,North,67,Two-Year,31.02,2078.34,5.0,Bank Transfer,Yes,No,No
CUST0767,21,Female,North,20,Two-Year,27.52,550.4,8.0,Bank Transfer,No,No,No
CUST0768,61,Female,East,45,Monthly,56.37,2536.65,8.0,PayPal,Yes,No,No
CUST0769,46,Male,West,45,Two-Year,121.6,5472.0,6.0,Credit Card,No,Yes,No
CUST0770,20,Female,West,17,Annual,90.3,1535.1,3.0,Credit Card,No,No,No
CUST0771,66,Male,North,4,Two-Year,90.19,360.76,4.0,Credit Card,No,No,Yes
CUST0772,50,Male,North,48,Monthly,85.97,4126.56,1.0,Credit Card,Yes,No,No
CUST0773,37,Male,West,44,Two-Year,124.7,5486.8,8.0,PayPal,Yes,No,Yes
CUST0774,37,Female,South,49,Annual,52.19,2557.31,5.0,PayPal,Yes,No,No
CUST0775,47,Male,South,55,Two-Year,30.65,1685.75,0.0,Bank Transfer,Yes,No,No
CUST0776,31,Female,North,48,Annual,72.36,3473.28,8.0,PayPal,No,No,Yes
CUST0777,55,Female,West,57,Annual,143.22,8163.54,6.0,Credit Card,Yes,Yes,Yes
CUST0778,49,Female,South,66,Two-Year,35.35,2333.1,3.0,Bank Transfer,No,Yes,No
CUST0779,65,Male,East,16,Annual,73.12,1169.92,1.0,Bank Transfer,No,Yes,No
CUST0780,51,Male,North,48,Monthly,68.68,3296.64,4.0,Bank Transfer,Yes,Yes,No
CUST0781,27,Female,North,40,Two-Year,48.03,1921.2,7.0,Credit Card,Yes,No,No
CUST0782,22,Male,West,62,Annual,93.55,5800.1,5.0,Bank Transfer,No,Yes,No
CUST0783,66,Male,West,58,Annual,39.37,2283.46,5.0,Credit Card,No,No,No
CUST0784,32,Female,East,70,Monthly,107.16,7501.2,7.0,PayPal,No,Yes,Yes
CUST0785,28,Male,East,72,Annual,103.71,7467.12,1.0,Credit Card,Yes,Yes,Yes
CUST0786,66,Female,North,16,Annual,89.14,1426.24,0.0,Bank Transfer,Yes,Yes,No
CUST0787,63,Female,North,69,Annual,72.23,4983.87,0.0,Bank Transfer,Yes,No,No
CUST0788,45,Male,West,4,Two-Year,61.26,245.04,4.0,Credit Card,Yes,Yes,No
CUST0789,52,Male,East,19,Monthly,119.88,2277.72,2.0,Bank Transfer,No,Yes,Yes
CUST0790,21,Female,South,4,Annual,58.74,234.96,1.0,Bank Transfer,Yes,No,No
CUST0791,38,Female,West,16,Monthly,51.15,818.4,3.0,Bank Transfer,No,Yes,Yes
CUST0792,35,Male,East,60,Annual,28.51,1710.6,0.0,Bank Transfer,Yes,Yes,No
CUST0793,35,Male,South,72,Annual,36.32,2615.04,6.0,Bank Transfer,Yes,Yes,No
CUST0794,68,Male,East,70,Two-Year,121.66,8516.2,8.0,Bank Transfer,No,Yes,No
CUST0795,18,Female,East,22,Monthly,141.36,3109.92,7.0,Bank Transfer,No,No,Yes
CUST0796,40,Male,East,6,Monthly,89.43,536.58,1.0,Bank Transfer,Yes,No,No
CUST0797,62,Male,South,72,Two-Year,134.18,9660.96,3.0,PayPal,No,No,No
CUST0798,58,Female,West,35,Monthly,147.79,5172.65,5.0,Credit Card,No,No,Yes
CUST0799,19,Male,North,61,Monthly,21.25,1296.25,2.0,Bank Transfer,No,No,No
CUST0800,52,Male,North,69,Monthly,128.17,8843.73,7.0,PayPal,Yes,No,No
CUST0801,70,Female,East,50,Monthly,119.84,5992.0,0.0,Credit Card,No,No,No
CUST0802,30,Female,North,29,Annual,118.59,3439.11,5.0,Credit Card,Yes,No,Yes
CUST0803,69,Male,South,64,Two-Year,24.78,1585.92,7.0,PayPal,Yes,Yes,No
CUST0804,30,Female,North,120,Annual,84.22,3031.92,8.0,Credit Card,Yes,Yes,No
CUST0805,55,Male,North,17,Monthly,94.09,1599.53,3.0,PayPal,No,Yes,No
CUST0806,61,Male,East,72,Two-Year,20.25,1458.0,6.0,PayPal,Yes,No,No
CUST0807,45,Female,East,16,Annual,80.66,1290.56,5.0,PayPal,Yes,Yes,No
CUST0808,21,Female,West,69,Monthly,20.67,1426.23,3.0,Bank Transfer,Yes,Yes,No
CUST0809,65,Male,West,10,Two-Year,45.59,455.9,5.0,Bank Transfer,Yes,Yes,No
CUST0810,19,Female,West,4,Annual,101.42,405.68,5.0,Bank Transfer,Yes,Yes,Yes
CUST0811,48,Male,East,7,Two-Year,87.56,612.92,3.0,Credit Card,No,Yes,No
CUST0812,58,Female,North,11,Two-Year,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,No
CUST0813,21,Female,North,39,Annual,76.14,2969.46,1.0,PayPal,Yes,Yes,No
CUST0814,36,Female,West,13,Annual,73.44,954.72,0.0,Bank Transfer,No,No,No
CUST0815,68,Female,North,44,Annual,107.85,4745.4,0.0,Bank Transfer,No,Yes,No
CUST0816,24,Male,North,9,Annual,129.3,1163.7,2.0,PayPal,No,No,Yes
CUST0817,44,Female,West,24,Monthly,123.61,2966.64,0.0,Credit Card,No,No,Yes
CUST0818,50,Female,East,70,Annual,39.16,2741.2,4.0,PayPal,No,No,No
CUST0819,41,Male,South,8,Monthly,126.49,1011.92,8.0,Credit Card,No,No,Yes
CUST0820,30,Male,South,9,Monthly,106.82,961.38,7.0,PayPal,No,No,Yes
CUST0821,57,Female,West,43,Monthly,79.06,3399.58,0.0,Bank Transfer,Yes,Yes,No
CUST0822,58,Male,South,60,Annual,51.07,3064.2,5.0,PayPal,No,Yes,Yes
CUST0823,43,Male,North,47,Monthly,66.53,3126.91,8.0,Credit Card,Yes,No,Yes
CUST0824,46,Male,East,6,Two-Year,45.89,275.34,4.0,Credit Card,Yes,No,No
CUST0825,64,Male,East,71,Monthly,45.48,3229.08,2.0,Bank Transfer,Yes,Yes,No
CUST0826,61,Male,West,15,Monthly,47.33,709.95,7.0,Credit Card,No,No,No
CUST0827,60,Male,West,9,Monthly,134.75,1212.75,2.0,Credit Card,Yes,No,Yes
CUST0828,62,Female,East,55,Two-Year,51.79,2848.45,0.0,PayPal,Yes,No,No
CUST0829,68,Male,East,32,Monthly,123.43,3949.76,2.0,PayPal,No,Yes,No
CUST0830,64,Male,West,9,Monthly,70.46,634.14,8.0,Bank Transfer,No,No,Yes
CUST0831,29,Female,East,68,Annual,113.03,7686.04,7.0,Bank Transfer,No,No,Yes
CUST0832,58,Male,South,29,Two-Year,78.77,2284.33,3.0,Bank Transfer,Yes,No,No
CUST0833,45,Female,South,48,Monthly,31.02,1488.96,1.0,Bank Transfer,No,No,Yes
CUST0834,32,Male,West,66,Annual,75.39,4975.74,7.0,Bank Transfer,No,No,Yes
CUST0835,69,Female,East,35,Monthly,43.34,1516.9,3.0,Bank Transfer,Yes,No,No
CUST0836,23,Female,North,36,Two-Year,32.79,1180.44,1.0,Bank Transfer,Yes,Yes,No
CUST0837,39,Male,East,33,Monthly,126.02,4158.66,4.0,Credit Card,Yes,No,No
CUST0838,18,Female,East,45,Annual,82.27,2442.16,4.0,Bank Transfer,Yes,No,No
CUST0839,59,Male,West,30,Monthly,117.39,3521.7,7.0,Credit Card,No,No,Yes
CUST0840,39,Male,East,25,Monthly,142.45,3561.25,6.0,Credit Card,No,No,Yes
CUST0841,53,Male,East,18,Annual,36.68,660.24,0.0,Bank Transfer,No,No,Yes
CUST0842,32,Female,West,52,Annual,109.77,5708.04,4.0,Bank Transfer,Yes,Yes,No
CUST0843,26,Male,East,51,Two-Year,46.55,2374.05,6.0,Credit Card,No,Yes,No
CUST0844,48,Male,East,58,Annual,59.6,3456.8,2.0,Credit Card,Yes,Yes,No
CUST0845,70,Female,North,24,Monthly,138.47,3323.28,6.0,Bank Transfer,Yes,Yes,Yes
CUST0846,36,Male,West,8,Monthly,21.44,171.52,5.0,Bank Transfer,No,Yes,Yes
CUST0847,25,Male,West,62,Annual,70.57,4375.34,3.0,Credit Card,Yes,No,No
CUST0848,45,Female,South,40,Annual,85.32,3412.8,7.0,Bank Transfer,Yes,Yes,No
CUST0849,27,Female,North,52,Annual,52.09,2708.68,5.0,PayPal,No,No,No
CUST0850,47,Male,North,37,Annual,139.46,5160.02,5.0,PayPal,No,No,No
CUST0851,57,Male,West,32,Monthly,100.31,3209.92,6.0,Bank Transfer,No,Yes,Yes
CUST0852,62,Male,West,6,Monthly,133.17,799.02,4.0,PayPal,No,Yes,Yes
CUST0853,62,Male,West,53,Two-Year,91.87,4869.11,5.0,Credit Card,Yes,No,No
CUST0854,44,Female,South,33,Monthly,25.8,851.4,0.0,Credit Card,No,No,No
CUST0855,39,Female,South,51,Monthly,52.58,2681.58,2.0,Bank Transfer,No,No,Yes
CUST0856,47,Male,North,71,Annual,112.77,8006.67,7.0,Credit Card,No,No,Yes
CUST0857,28,Male,North,13,Monthly,36.14,469.82,6.0,Credit Card,Yes,Yes,Yes
CUST0858,61,Female,South,57,Monthly,48.17,2745.69,0.0,PayPal,Yes,No,No
CUST0859,62,Male,North,50,Annual,77.72,3886.0,0.0,Credit Card,No,Yes,No
CUST0860,33,Female,South,26,Monthly,82.27,2442.16,4.0,Bank Transfer,Yes,Yes,Yes
CUST0861,32,Male,South,22,Monthly,86.63,1905.86,5.0,Bank Transfer,Yes,Yes,No
CUST0862,52,Female,West,16,Monthly,33.77,540.32,5.0,Credit Card,Yes,No,Yes
CUST0863,59,Female,North,50,Monthly,48.61,2430.5,4.0,PayPal,No,Yes,No
CUST0864,22,Male,West,39,Annual,84.94,3312.66,1.0,PayPal,Yes,No,No
CUST0865,24,Female,West,18,Monthly,102.6,1846.8,5.0,PayPal,No,Yes,Yes
CUST0866,39,Male,West,49,Annual,116.44,5705.56,8.0,PayPal,Yes,Yes,No
CUST0867,19,Male,East,31,Annual,118.44,3671.64,1.0,Credit Card,Yes,No,Yes
CUST0868,49,Female,South,20,Monthly,103.47,2069.4,3.0,PayPal,No,No,Yes
CUST0869,26,Female,East,6,Annual,147.08,882.48,4.0,Credit Card,Yes,No,No
